ranking,,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
182,biology-biochemistry,247,Universidade do Porto,Portugal,Porto,45.7,60.7,"33,484",https://www.usnews.com/education/best-global-universities/universidade-do-porto-505685
183,biology-biochemistry,107,University of Bern,Switzerland,Bern,45.7,69.3,"11,740",https://www.usnews.com/education/best-global-universities/university-of-bern-505657
184,biology-biochemistry,57,University of Maryland College Park,United States,College Park,45.7,74.3,"33,775",https://www.usnews.com/education/best-global-universities/university-of-maryland-college-park-163286
185,biology-biochemistry,324,Georgetown University,United States,"Washington, D.C.",45.6,57.3,"16,074",https://www.usnews.com/education/best-global-universities/georgetown-university-131496
186,biology-biochemistry,290,Korea University,South Korea,Seoul,45.4,58.9,N/A,https://www.usnews.com/education/best-global-universities/korea-university-505391
187,biology-biochemistry,140,Purdue University West Lafayette Campus,United States,West Lafayette,45.4,66.9,N/A,https://www.usnews.com/education/best-global-universities/purdue-university-west-lafayette-campus-243780
188,biology-biochemistry,129,Brown University,United States,Providence,45.3,67.5,"10,037",https://www.usnews.com/education/best-global-universities/brown-university-217156
189,biology-biochemistry,339,University of Dundee,United Kingdom,Dundee,45.2,56.6,"13,550",https://www.usnews.com/education/best-global-universities/university-of-dundee-506606
190,biology-biochemistry,441,University of Massachusetts Worcester,United States,Worcester,45.1,53.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-massachusetts-worcester-166708
191,biology-biochemistry,468,Universidade Federal de Minas Gerais,Brazil,Belo Horizonte,44.9,52.6,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-de-minas-gerais-506043
192,biology-biochemistry,231,University of Electronic Science & Technology of China,China,Chengdu,44.9,61.4,"35,232",https://www.usnews.com/education/best-global-universities/university-of-electronic-science-technology-of-china-506780
193,biology-biochemistry,185,University of Naples Federico II,Italy,Naples,44.9,63.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-naples-federico-ii-505539
194,biology-biochemistry,150,Wuhan University,China,Wuhan,44.9,66.2,N/A,https://www.usnews.com/education/best-global-universities/wuhan-university-503252
195,biology-biochemistry,53,Chinese University of Hong Kong,Hong Kong,Shatin,44.6,74.7,"18,468",https://www.usnews.com/education/best-global-universities/chinese-university-of-hong-kong-502973
196,biology-biochemistry,294,Universidade Estadual de Campinas,Brazil,Campinas,44.6,58.7,"31,199",https://www.usnews.com/education/best-global-universities/universidade-estadual-de-campinas-504975
197,biology-biochemistry,363,Cairo University,Egypt,Giza,44.5,55.6,"208,524",https://www.usnews.com/education/best-global-universities/cairo-university-501834
198,biology-biochemistry,171,Universite Catholique Louvain,Belgium,Louvain-la-Neuve,44.5,64.7,"24,523",https://www.usnews.com/education/best-global-universities/universite-catholique-louvain-506348
199,biology-biochemistry,186,Universite Grenoble Alpes (UGA),France,Saint-Martin-d'Heres,44.4,63.6,"50,868",https://www.usnews.com/education/best-global-universities/universite-grenoble-alpes-uga-528916
200,biology-biochemistry,219,University of Munster,Germany,Munster,44.3,61.9,"28,014",https://www.usnews.com/education/best-global-universities/university-of-munster-500396
201,biology-biochemistry,170,University of Rochester,United States,Rochester,44.2,64.8,"10,364",https://www.usnews.com/education/best-global-universities/university-of-rochester-195030
202,biology-biochemistry,432,University of Tsukuba,Japan,Tsukuba,44.2,53.6,"16,626",https://www.usnews.com/education/best-global-universities/university-of-tsukuba-506429
203,biology-biochemistry,346,Ruhr University Bochum,Germany,Bochum,44.1,56.2,N/A,https://www.usnews.com/education/best-global-universities/ruhr-university-bochum-500459
204,biology-biochemistry,140,University of Leeds,United Kingdom,Leeds,44.1,66.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-leeds-505265
205,biology-biochemistry,409,Pohang University of Science & Technology (POSTECH),South Korea,Pohang,44,54.2,"3,260",https://www.usnews.com/education/best-global-universities/pohang-university-of-science-technology-postech-503003
206,biology-biochemistry,143,Autonomous University of Barcelona,Spain,Barcelona,43.9,66.8,"31,933",https://www.usnews.com/education/best-global-universities/autonomous-university-of-barcelona-505700
207,biology-biochemistry,337,Chalmers University of Technology,Sweden,Gothenburg,43.9,56.7,"9,513",https://www.usnews.com/education/best-global-universities/chalmers-university-of-technology-505279
208,biology-biochemistry,231,Autonomous University of Madrid,Spain,Madrid,43.7,61.4,"29,327",https://www.usnews.com/education/best-global-universities/autonomous-university-of-madrid-502502
209,biology-biochemistry,276,Colorado State University,United States,Fort Collins,43.7,59.4,"29,351",https://www.usnews.com/education/best-global-universities/colorado-state-university-126818
210,biology-biochemistry,138,McMaster University,Canada,Hamilton,43.7,67,N/A,https://www.usnews.com/education/best-global-universities/mcmaster-university-502196
211,biology-biochemistry,299,Oregon State University,United States,Corvallis,43.7,58.3,N/A,https://www.usnews.com/education/best-global-universities/oregon-state-university-209542
212,biology-biochemistry,239,Tufts University,United States,Medford,43.5,61.1,"11,399",https://www.usnews.com/education/best-global-universities/tufts-university-168148
213,biology-biochemistry,413,Universidade Federal do Rio de Janeiro,Brazil,Rio de Janeiro,43.5,54.1,"45,964",https://www.usnews.com/education/best-global-universities/universidade-federal-do-rio-de-janeiro-504608
214,biology-biochemistry,186,University of California Riverside,United States,Riverside,43.4,63.6,"24,515",https://www.usnews.com/education/best-global-universities/university-of-california-riverside-110671
215,biology-biochemistry,317,Technion Israel Institute of Technology,Israel,Haifa,43.2,57.6,"15,147",https://www.usnews.com/education/best-global-universities/technion-israel-institute-of-technology-505919
216,biology-biochemistry,123,University of Auckland,New Zealand,Auckland,43.2,68.2,"33,093",https://www.usnews.com/education/best-global-universities/university-of-auckland-503786
217,biology-biochemistry,341,Universite Claude Bernard Lyon 1,France,Villeurbanne,43.1,56.5,"28,253",https://www.usnews.com/education/best-global-universities/universite-claude-bernard-lyon-1-500870
218,biology-biochemistry,122,University of Bologna,Italy,Bologna,42.7,68.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-bologna-502210
219,biology-biochemistry,67,University of California Santa Barbara,United States,Santa Barbara,42.7,73.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-california-santa-barbara-110705
220,biology-biochemistry,333,Nagoya University,Japan,Nagoya,42.5,56.8,"15,224",https://www.usnews.com/education/best-global-universities/nagoya-university-501944
221,biology-biochemistry,180,University of Iowa,United States,Iowa City,42.5,64,"29,257",https://www.usnews.com/education/best-global-universities/university-of-iowa-153658
222,biology-biochemistry,203,University of Cincinnati,United States,Cincinnati,42.4,62.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-cincinnati-201885
223,biology-biochemistry,920,Saarland University,Germany,Saarbrucken,42.3,40.5,N/A,https://www.usnews.com/education/best-global-universities/saarland-university-504282
224,biology-biochemistry,304,Sichuan University,China,Chengdu,42.3,58.1,"49,543",https://www.usnews.com/education/best-global-universities/sichuan-university-506145
225,biology-biochemistry,175,University of Calgary,Canada,Calgary,42.3,64.2,"33,560",https://www.usnews.com/education/best-global-universities/university-of-calgary-499975
226,biology-biochemistry,253,University of Miami,United States,Coral Gables,42.3,60.5,"17,047",https://www.usnews.com/education/best-global-universities/university-of-miami-135726
227,biology-biochemistry,226,Charles University Prague,Czech Republic,Prague,42.2,61.6,"49,787",https://www.usnews.com/education/best-global-universities/charles-university-prague-502397
228,biology-biochemistry,355,Lomonosov Moscow State University,Russia,Moscow (Russia),42.2,55.9,N/A,https://www.usnews.com/education/best-global-universities/lomonosov-moscow-state-university-500445
229,biology-biochemistry,199,RWTH Aachen University,Germany,Aachen,42.2,63,"39,738",https://www.usnews.com/education/best-global-universities/rwth-aachen-university-506441
230,biology-biochemistry,202,Universidade de Lisboa,Portugal,Lisbon,42.2,62.9,"48,404",https://www.usnews.com/education/best-global-universities/universidade-de-lisboa-501120
231,biology-biochemistry,118,Carnegie Mellon University,United States,Pittsburgh,42.1,68.7,N/A,https://www.usnews.com/education/best-global-universities/carnegie-mellon-university-211440
232,biology-biochemistry,180,Rice University,United States,Houston,42.1,64,"7,068",https://www.usnews.com/education/best-global-universities/rice-university-227757
233,biology-biochemistry,226,Universiti Malaya,Malaysia,Kuala Lumpur,42,61.6,"18,320",https://www.usnews.com/education/best-global-universities/universiti-malaya-501730
234,biology-biochemistry,389,Universite de Lille,France,Lille,41.9,54.8,N/A,https://www.usnews.com/education/best-global-universities/universite-de-lille-529680
235,biology-biochemistry,426,University of Buenos Aires,Argentina,Buenos Aires,41.8,53.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-buenos-aires-504821
236,biology-biochemistry,352,University of Delaware,United States,Newark,41.8,56,"21,808",https://www.usnews.com/education/best-global-universities/university-of-delaware-130943
237,biology-biochemistry,134,University of Sheffield,United Kingdom,Sheffield,41.8,67.3,"27,840",https://www.usnews.com/education/best-global-universities/university-of-sheffield-503922
238,biology-biochemistry,209,Central South University,China,Changsha,41.7,62.5,"56,344",https://www.usnews.com/education/best-global-universities/central-south-university-501467
239,biology-biochemistry,74,University of Adelaide,Australia,Adelaide,41.6,72.8,"23,102",https://www.usnews.com/education/best-global-universities/university-of-adelaide-504015
240,biology-biochemistry,256,University of Erlangen Nuremberg,Germany,Erlangen,41.6,60.3,"33,777",https://www.usnews.com/education/best-global-universities/university-of-erlangen-nuremberg-504002
241,biology-biochemistry,226,Universite Libre de Bruxelles,Belgium,Brussels,41.5,61.6,"28,290",https://www.usnews.com/education/best-global-universities/universite-libre-de-bruxelles-505303
242,biology-biochemistry,432,Hokkaido University,Japan,Sapporo,41.3,53.6,N/A,https://www.usnews.com/education/best-global-universities/hokkaido-university-501928
243,biology-biochemistry,349,Kyushu University,Japan,Fukuoka,41,56.1,N/A,https://www.usnews.com/education/best-global-universities/kyushu-university-505482
244,biology-biochemistry,123,Nanjing University,China,Nanjing,41,68.2,"36,426",https://www.usnews.com/education/best-global-universities/nanjing-university-503849
245,biology-biochemistry,263,Sungkyunkwan University (SKKU),South Korea,Seoul,40.9,60,"23,399",https://www.usnews.com/education/best-global-universities/sungkyunkwan-university-skku-500193
246,biology-biochemistry,169,Delft University of Technology,Netherlands,Delft,40.6,65.1,N/A,https://www.usnews.com/education/best-global-universities/delft-university-of-technology-505496
247,biology-biochemistry,108,University of Arizona,United States,Tucson,40.3,69.2,"39,797",https://www.usnews.com/education/best-global-universities/university-of-arizona-104179
248,biology-biochemistry,247,Xiamen University,China,Xiamen,40.3,60.7,N/A,https://www.usnews.com/education/best-global-universities/xiamen-university-506410
249,biology-biochemistry,501,Huazhong Agricultural University,China,Wuhan,40.2,51.2,N/A,https://www.usnews.com/education/best-global-universities/huazhong-agricultural-university-503034
250,biology-biochemistry,260,Tianjin University,China,Tianjin,40.2,60.2,N/A,https://www.usnews.com/education/best-global-universities/tianjin-university-503557
251,biology-biochemistry,273,University of Tasmania,Australia,Hobart,40.2,59.5,"18,264",https://www.usnews.com/education/best-global-universities/university-of-tasmania-502985
252,biology-biochemistry,256,University of Tartu,Estonia,Tartu,40,60.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-tartu-502553
253,biology-biochemistry,366,Umea University,Sweden,Umea,39.9,55.5,N/A,https://www.usnews.com/education/best-global-universities/umea-university-504031
254,biology-biochemistry,360,University of Liege,Belgium,Liege,39.9,55.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-liege-506253
255,biology-biochemistry,241,Johannes Gutenberg University of Mainz,Germany,Mainz,39.8,60.9,N/A,https://www.usnews.com/education/best-global-universities/johannes-gutenberg-university-of-mainz-500317
256,biology-biochemistry,360,Tokyo Institute of Technology,Japan,Tokyo,39.7,55.7,"9,878",https://www.usnews.com/education/best-global-universities/tokyo-institute-of-technology-504950
257,biology-biochemistry,342,University of Turku,Finland,Turku,39.6,56.4,"12,919",https://www.usnews.com/education/best-global-universities/university-of-turku-504089
258,biology-biochemistry,517,Keio University,Japan,Tokyo,39.5,50.6,N/A,https://www.usnews.com/education/best-global-universities/keio-university-500715
259,biology-biochemistry,215,Trinity College Dublin,Ireland,Dublin,39.5,62.2,"17,764",https://www.usnews.com/education/best-global-universities/trinity-college-dublin-501570
260,biology-biochemistry,261,University of Southern Denmark,Denmark,Odense,39.5,60.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-southern-denmark-500382
261,biology-biochemistry,429,Universidade de Coimbra,Portugal,Coimbra,39.3,53.7,"21,429",https://www.usnews.com/education/best-global-universities/universidade-de-coimbra-501040
262,biology-biochemistry,975,Tabriz University of Medical Science,Iran,Tabriz,39.2,39.3,N/A,https://www.usnews.com/education/best-global-universities/tabriz-university-of-medical-science-529423
263,biology-biochemistry,497,Universidade Estadual Paulista,Brazil,Sao Paulo,39.1,51.4,N/A,https://www.usnews.com/education/best-global-universities/universidade-estadual-paulista-503331
264,biology-biochemistry,397,University College Cork,Ireland,Cork,39,54.5,"18,073",https://www.usnews.com/education/best-global-universities/university-college-cork-502427
265,biology-biochemistry,219,University of Pisa,Italy,Pisa,39,61.9,"34,459",https://www.usnews.com/education/best-global-universities/university-of-pisa-501006
266,biology-biochemistry,304,Stellenbosch University,South Africa,Stellenbosch,38.9,58.1,"24,907",https://www.usnews.com/education/best-global-universities/stellenbosch-university-500980
267,biology-biochemistry,421,University of Texas Health San Antonio,United States,San Antonio,38.9,53.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-health-san-antonio-228644
268,biology-biochemistry,590,Northwest A&F University - China,China,Shaanxi,38.8,48.5,N/A,https://www.usnews.com/education/best-global-universities/northwest-af-university-china-503600
269,biology-biochemistry,267,Norwegian University of Science & Technology (NTNU),Norway,Trondheim,38.8,59.8,"37,759",https://www.usnews.com/education/best-global-universities/norwegian-university-of-science-technology-ntnu-503599
270,biology-biochemistry,593,Peking Union Medical College,China,Beijing,38.8,48.4,N/A,https://www.usnews.com/education/best-global-universities/peking-union-medical-college-529794
271,biology-biochemistry,236,University College Dublin,Ireland,Dublin,38.8,61.2,"23,361",https://www.usnews.com/education/best-global-universities/university-college-dublin-504418
272,biology-biochemistry,152,University of Exeter,United Kingdom,Exeter,38.8,66.1,"24,940",https://www.usnews.com/education/best-global-universities/university-of-exeter-502021
273,biology-biochemistry,125,University of Cape Town,South Africa,Cape Town,38.7,68,"21,069",https://www.usnews.com/education/best-global-universities/university-of-cape-town-504187
274,biology-biochemistry,526,"University of Natural Resources & Life Sciences, Vienna",Austria,Vienna,38.7,50.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-natural-resources-life-sciences-vienna-501157
275,biology-biochemistry,300,Western University (University of Western Ontario),Canada,London (Canada),38.7,58.2,N/A,https://www.usnews.com/education/best-global-universities/western-university-university-of-western-ontario-499965
276,biology-biochemistry,"1,261",Ataturk University,Turkey,Erzurum,38.5,33,"56,295",https://www.usnews.com/education/best-global-universities/ataturk-university-500132
277,biology-biochemistry,397,Laval University,Canada,Quebec City,38.5,54.5,"28,611",https://www.usnews.com/education/best-global-universities/laval-university-505699
278,biology-biochemistry,745,Nanchang University,China,Nanchang,38.4,44.5,N/A,https://www.usnews.com/education/best-global-universities/nanchang-university-529112
279,biology-biochemistry,253,University of Oregon,United States,Eugene,38.4,60.5,N/A,https://www.usnews.com/education/best-global-universities/university-of-oregon-209551
280,biology-biochemistry,100,Hong Kong Polytechnic University,Hong Kong,Kowloon,38.3,70.2,"19,046",https://www.usnews.com/education/best-global-universities/hong-kong-polytechnic-university-500421
281,biology-biochemistry,280,University of Kiel,Germany,Kiel,38.3,59.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-kiel-504681
282,biology-biochemistry,256,Nankai University,China,Nankai,38.2,60.3,"31,322",https://www.usnews.com/education/best-global-universities/nankai-university-505981
283,biology-biochemistry,247,University of Otago,New Zealand,Dunedin,38.2,60.7,"18,508",https://www.usnews.com/education/best-global-universities/university-of-otago-506723
284,biology-biochemistry,389,Louisiana State University,United States,Baton Rouge,38.1,54.8,"29,191",https://www.usnews.com/education/best-global-universities/louisiana-state-university-159391
285,biology-biochemistry,300,University of Duisburg Essen,Germany,Essen,37.9,58.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-duisburg-essen-505327
286,biology-biochemistry,212,University of Valencia,Spain,Valencia,37.9,62.4,"50,575",https://www.usnews.com/education/best-global-universities/university-of-valencia-504510
287,biology-biochemistry,280,University of York - UK,United Kingdom,York,37.7,59.2,"17,965",https://www.usnews.com/education/best-global-universities/university-of-york-uk-505776
288,biology-biochemistry,292,Vrije Universiteit Brussel,Belgium,Elsene,37.7,58.8,"14,284",https://www.usnews.com/education/best-global-universities/vrije-universiteit-brussel-504942
289,biology-biochemistry,450,University of Ljubljana,Slovenia,Ljubljana,37.6,53.2,"37,615",https://www.usnews.com/education/best-global-universities/university-of-ljubljana-502840
290,biology-biochemistry,213,Southern University of Science & Technology,China,Shenzhen,37.5,62.3,N/A,https://www.usnews.com/education/best-global-universities/southern-university-of-science-technology-529428
291,biology-biochemistry,405,Heinrich Heine University Dusseldorf,Germany,Dusseldorf,37.4,54.3,N/A,https://www.usnews.com/education/best-global-universities/heinrich-heine-university-dusseldorf-503659
292,biology-biochemistry,321,East China Normal University,China,Shanghai,37.3,57.5,"28,055",https://www.usnews.com/education/best-global-universities/east-china-normal-university-506407
293,biology-biochemistry,520,Martin Luther University Halle Wittenberg,Germany,Halle,37.3,50.5,N/A,https://www.usnews.com/education/best-global-universities/martin-luther-university-halle-wittenberg-502747
294,biology-biochemistry,329,University of Tehran,Iran,Tehran,37.3,57.1,"45,295",https://www.usnews.com/education/best-global-universities/university-of-tehran-504903
295,biology-biochemistry,346,Leipzig University,Germany,Leipzig,37.2,56.2,N/A,https://www.usnews.com/education/best-global-universities/leipzig-university-503504
296,biology-biochemistry,639,National Cheng Kung University,Taiwan,Tainan City,37.2,47.2,"20,080",https://www.usnews.com/education/best-global-universities/national-cheng-kung-university-502356
297,biology-biochemistry,482,Quaid I Azam University,Pakistan,Islamabad,37.2,52.1,N/A,https://www.usnews.com/education/best-global-universities/quaid-i-azam-university-503114
298,biology-biochemistry,368,Shandong University,China,Jinan,37.2,55.4,N/A,https://www.usnews.com/education/best-global-universities/shandong-university-505166
299,biology-biochemistry,394,Islamic Azad University,Iran,Tehran,37,54.6,N/A,https://www.usnews.com/education/best-global-universities/islamic-azad-university-528829
300,biology-biochemistry,322,Ulm University,Germany,Ulm,37,57.4,"10,271",https://www.usnews.com/education/best-global-universities/ulm-university-502475
301,biology-biochemistry,507,Kansas State University,United States,Manhattan,36.9,51,N/A,https://www.usnews.com/education/best-global-universities/kansas-state-university-155399
302,biology-biochemistry,512,Mahidol University,Thailand,Salaya,36.9,50.7,"28,477",https://www.usnews.com/education/best-global-universities/mahidol-university-503481
303,biology-biochemistry,432,Universidade Federal do Rio Grande do Sul,Brazil,Porto Alegre,36.9,53.6,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-do-rio-grande-do-sul-500468
304,biology-biochemistry,356,University of Kentucky,United States,Lexington,36.9,55.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-kentucky-157085
305,biology-biochemistry,163,University of Warwick,United Kingdom,Coventry,36.9,65.7,"23,895",https://www.usnews.com/education/best-global-universities/university-of-warwick-503443
306,biology-biochemistry,605,AgroParisTech,France,Paris,36.6,48.2,N/A,https://www.usnews.com/education/best-global-universities/agroparistech-529092
307,biology-biochemistry,643,East China University of Science & Technology,China,Shanghai,36.6,47.1,"28,718",https://www.usnews.com/education/best-global-universities/east-china-university-of-science-technology-505997
308,biology-biochemistry,282,Universite Toulouse III - Paul Sabatier,France,Toulouse,36.6,59.1,N/A,https://www.usnews.com/education/best-global-universities/universite-toulouse-iii-paul-sabatier-503302
309,biology-biochemistry,452,University of Missouri Columbia,United States,Columbia,36.6,53.1,"25,113",https://www.usnews.com/education/best-global-universities/university-of-missouri-columbia-178396
310,biology-biochemistry,510,University of Regensburg,Germany,Regensburg,36.6,50.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-regensburg-500220
311,biology-biochemistry,196,Tongji University,China,Shanghai,36.4,63.2,"30,153",https://www.usnews.com/education/best-global-universities/tongji-university-501326
312,biology-biochemistry,199,University of Bergen,Norway,Bergen,36.4,63,"15,202",https://www.usnews.com/education/best-global-universities/university-of-bergen-500374
313,biology-biochemistry,225,University of Tennessee Knoxville,United States,Knoxville,36.4,61.7,"27,308",https://www.usnews.com/education/best-global-universities/university-of-tennessee-knoxville-221759
314,biology-biochemistry,547,Universiti Putra Malaysia,Malaysia,Serdang,36.3,49.8,"18,365",https://www.usnews.com/education/best-global-universities/universiti-putra-malaysia-500789
315,biology-biochemistry,598,Jiangnan University,China,Wuxi,36.2,48.3,"29,899",https://www.usnews.com/education/best-global-universities/jiangnan-university-504800
316,biology-biochemistry,779,Mashhad University Medical Science,Iran,Mahshad,36.2,43.7,N/A,https://www.usnews.com/education/best-global-universities/mashhad-university-medical-science-529398
317,biology-biochemistry,385,Zhengzhou University,China,Zhengzhou,36.2,54.9,N/A,https://www.usnews.com/education/best-global-universities/zhengzhou-university-502623
318,biology-biochemistry,286,State University of New York (SUNY) Buffalo,United States,Buffalo,36.1,59,"27,393",https://www.usnews.com/education/best-global-universities/state-university-of-new-york-suny-buffalo-196088
319,biology-biochemistry,379,Friedrich Schiller University of Jena,Germany,Jena,36,55,N/A,https://www.usnews.com/education/best-global-universities/friedrich-schiller-university-of-jena-500506
320,biology-biochemistry,421,Jilin University,China,Changchun,36,53.9,N/A,https://www.usnews.com/education/best-global-universities/jilin-university-506709
321,biology-biochemistry,826,Shahid Beheshti University Medical Sciences,Iran,Tehran,36,42.4,N/A,https://www.usnews.com/education/best-global-universities/shahid-beheshti-university-medical-sciences-501678
322,biology-biochemistry,400,Universidad de Chile,Chile,Santiago,36,54.4,"37,286",https://www.usnews.com/education/best-global-universities/universidad-de-chile-502207
323,biology-biochemistry,328,Washington State University,United States,Pullman,36,57.2,"29,463",https://www.usnews.com/education/best-global-universities/washington-state-university-236939
324,biology-biochemistry,219,Xi'an Jiaotong University,China,Xi'an,35.9,61.9,"44,942",https://www.usnews.com/education/best-global-universities/xian-jiaotong-university-503987
325,biology-biochemistry,314,Dalhousie University,Canada,Halifax,35.8,57.7,"16,901",https://www.usnews.com/education/best-global-universities/dalhousie-university-499990
326,biology-biochemistry,583,Kobe University,Japan,Kobe,35.8,48.7,"15,478",https://www.usnews.com/education/best-global-universities/kobe-university-504263
327,biology-biochemistry,400,Nantes Universite,France,Nantes,35.8,54.4,N/A,https://www.usnews.com/education/best-global-universities/nantes-universite-501104
328,biology-biochemistry,271,George Washington University,United States,"Washington, D.C.",35.7,59.6,"22,298",https://www.usnews.com/education/best-global-universities/george-washington-university-131469
329,biology-biochemistry,405,Jefferson University,United States,Philadelphia,35.7,54.3,N/A,https://www.usnews.com/education/best-global-universities/jefferson-university-216366
330,biology-biochemistry,217,University of Leicester,United Kingdom,Leicester,35.7,62.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-leicester-501221
331,biology-biochemistry,447,University of Oulu,Finland,Oulu,35.7,53.3,"10,134",https://www.usnews.com/education/best-global-universities/university-of-oulu-502651
332,biology-biochemistry,652,Saint Petersburg State University,Russia,St. Petersburg,35.6,46.9,"24,335",https://www.usnews.com/education/best-global-universities/saint-petersburg-state-university-502182
333,biology-biochemistry,317,Simon Fraser University,Canada,Burnaby,35.6,57.6,"26,981",https://www.usnews.com/education/best-global-universities/simon-fraser-university-499981
334,biology-biochemistry,219,South China University of Technology,China,Guangzhou,35.6,61.9,"40,082",https://www.usnews.com/education/best-global-universities/south-china-university-of-technology-505115
335,biology-biochemistry,324,James Cook University,Australia,Townsville City,35.5,57.3,"12,825",https://www.usnews.com/education/best-global-universities/james-cook-university-506320
336,biology-biochemistry,475,Moscow Institute of Physics & Technology,Russia,Dolgoprudny,35.5,52.3,"6,083",https://www.usnews.com/education/best-global-universities/moscow-institute-of-physics-technology-528929
337,biology-biochemistry,314,Pontificia Universidad Catolica de Chile,Chile,Santiago,35.5,57.7,"31,579",https://www.usnews.com/education/best-global-universities/pontificia-universidad-catolica-de-chile-506168
338,biology-biochemistry,277,University of Aberdeen,United Kingdom,Aberdeen,35.5,59.3,"13,010",https://www.usnews.com/education/best-global-universities/university-of-aberdeen-501749
339,biology-biochemistry,497,University of Guelph,Canada,Guelph,35.5,51.4,"22,763",https://www.usnews.com/education/best-global-universities/university-of-guelph-499974
340,biology-biochemistry,510,University of Vermont,United States,Burlington,35.4,50.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-vermont-231174
341,biology-biochemistry,209,University of Turin,Italy,Turin,35.3,62.5,"58,463",https://www.usnews.com/education/best-global-universities/university-of-turin-502528
342,biology-biochemistry,633,Sechenov First Moscow State Medical University,Russia,Moscow (Russia),35.2,47.3,"16,575",https://www.usnews.com/education/best-global-universities/sechenov-first-moscow-state-medical-university-529709
343,biology-biochemistry,345,University of Warsaw,Poland,Warsaw,35.2,56.3,"37,090",https://www.usnews.com/education/best-global-universities/university-of-warsaw-502726
344,biology-biochemistry,322,University of Notre Dame,United States,Notre Dame,35,57.4,"12,401",https://www.usnews.com/education/best-global-universities/university-of-notre-dame-152080
345,biology-biochemistry,856,Jamia Millia Islamia,India,New Delhi,34.9,41.9,"10,481",https://www.usnews.com/education/best-global-universities/jamia-millia-islamia-529538
346,biology-biochemistry,215,University of Ottawa,Canada,Ottawa,34.9,62.2,"36,670",https://www.usnews.com/education/best-global-universities/university-of-ottawa-499972
347,biology-biochemistry,551,Indian Institute of Science (IISC) - Bangalore,India,Bangalore,34.8,49.6,"3,990",https://www.usnews.com/education/best-global-universities/indian-institute-of-science-iisc-bangalore-505956
348,biology-biochemistry,241,Florida State University,United States,Tallahassee,34.7,60.9,"39,380",https://www.usnews.com/education/best-global-universities/florida-state-university-134097
349,biology-biochemistry,531,Institut Agro,France,Paris,34.7,50.2,N/A,https://www.usnews.com/education/best-global-universities/institut-agro-530029
350,biology-biochemistry,583,Universidade Federal de Sao Paulo (UNIFESP),Brazil,Sao Paulo,34.7,48.7,N/A,https://www.usnews.com/education/best-global-universities/universidade-federal-de-sao-paulo-unifesp-501953
351,biology-biochemistry,300,University of Rome Tor Vergata,Italy,Rome,34.6,58.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-rome-tor-vergata-500808
352,biology-biochemistry,339,Jagiellonian University,Poland,Krakow,34.5,56.6,"34,725",https://www.usnews.com/education/best-global-universities/jagiellonian-university-500039
353,biology-biochemistry,379,Medical University of Innsbruck,Austria,Innsbruck,34.5,55,N/A,https://www.usnews.com/education/best-global-universities/medical-university-of-innsbruck-505463
354,biology-biochemistry,547,Philipps University Marburg,Germany,Marburg,34.4,49.8,N/A,https://www.usnews.com/education/best-global-universities/philipps-university-marburg-502174
355,biology-biochemistry,337,Complutense University of Madrid,Spain,Madrid,34.2,56.7,"61,128",https://www.usnews.com/education/best-global-universities/complutense-university-of-madrid-506527
356,biology-biochemistry,787,Aligarh Muslim University,India,Aligarh,34.1,43.5,N/A,https://www.usnews.com/education/best-global-universities/aligarh-muslim-university-528840
357,biology-biochemistry,736,Nanjing Medical University,China,Gulou,34.1,44.7,"19,277",https://www.usnews.com/education/best-global-universities/nanjing-medical-university-500938
358,biology-biochemistry,194,Northeastern University,United States,Boston,34.1,63.3,"21,211",https://www.usnews.com/education/best-global-universities/northeastern-university-167358
359,biology-biochemistry,356,Swedish University of Agricultural Sciences,Sweden,Uppsala,34.1,55.8,N/A,https://www.usnews.com/education/best-global-universities/swedish-university-of-agricultural-sciences-503091
360,biology-biochemistry,507,Universidade do Minho,Portugal,Braga,34.1,51,"19,922",https://www.usnews.com/education/best-global-universities/universidade-do-minho-506228
361,biology-biochemistry,223,University of Antwerp,Belgium,Antwerp,34.1,61.8,"15,857",https://www.usnews.com/education/best-global-universities/university-of-antwerp-505023
362,biology-biochemistry,611,Alexandria University,Egypt,Alexandria,33.9,48.1,N/A,https://www.usnews.com/education/best-global-universities/alexandria-university-509708
